2026-07-03 08:37:50 | __main__             | INFO    | ============================================================
2026-07-03 08:39:22 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 0
2026-07-03 08:39:23 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:39:23 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:39:25 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:39:25 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:39:25 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:40:46 | __main__             | INFO    | ============================================================
2026-07-03 08:40:46 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:40:46 | __main__             | INFO    | ============================================================
2026-07-03 08:40:46 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 08:40:47 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 08:40:47 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:40:47 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:40:49 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:40:49 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:40:49 | backtest.engine      | INFO    | Backtest complete: 0 trades, final equity=100000.00, return=0.00%
2026-07-03 08:40:49 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:40:49 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:40:50 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:40:50 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:40:52 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:40:52 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:40:52 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:40:59 | __main__             | INFO    | ============================================================
2026-07-03 08:40:59 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:40:59 | __main__             | INFO    | ============================================================
2026-07-03 08:40:59 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 08:40:59 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 08:40:59 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:40:59 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:41:01 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:41:01 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:41:01 | backtest.engine      | INFO    | Backtest complete: 0 trades, final equity=100000.00, return=0.00%
2026-07-03 08:41:01 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:41:01 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:41:02 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:41:02 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:41:04 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:41:04 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:41:04 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:41:19 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:41:19 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:41:20 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:41:20 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:42:26 | __main__             | INFO    | ============================================================
2026-07-03 08:42:26 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:42:26 | __main__             | INFO    | ============================================================
2026-07-03 08:42:26 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 08:42:27 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 08:42:27 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:42:27 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:42:28 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:42:28 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:42:28 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99820.75, return=-0.18%
2026-07-03 08:42:28 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 08:42:28 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:42:28 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 28
2026-07-03 08:42:30 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:42:30 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:42:31 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:42:31 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:42:31 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:45:01 | __main__             | INFO    | ============================================================
2026-07-03 08:45:01 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:45:01 | __main__             | INFO    | ============================================================
2026-07-03 08:45:01 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 08:45:02 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 08:45:02 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:45:02 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 08:45:04 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:45:04 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:45:04 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 08:45:04 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 08:45:04 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:45:04 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 08:45:05 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:45:05 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:45:06 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:45:06 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:45:06 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:45:23 | backtest.engine      | INFO    | Starting backtest on 1000 bars...
2026-07-03 08:45:23 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:45:23 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 78
2026-07-03 08:45:27 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:45:27 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:45:27 | backtest.engine      | INFO    | Backtest complete: 0 trades, final equity=100000.00, return=0.00%
2026-07-03 08:45:27 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:45:27 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 78
2026-07-03 08:45:30 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:45:30 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:45:32 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:45:32 | main                 | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:45:32 | main                 | INFO    | All outputs saved to output/
2026-07-03 08:45:54 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:45:54 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 209
2026-07-03 08:45:57 | strategy.breakout    | INFO    | Generated 0 signals
2026-07-03 08:45:57 | strategy.signal_engine | INFO    | Signal engine complete: 0 signals generated
2026-07-03 08:46:41 | __main__             | INFO    | ============================================================
2026-07-03 08:46:41 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:46:41 | __main__             | INFO    | ============================================================
2026-07-03 08:46:41 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 08:46:42 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 08:46:42 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:46:42 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 08:46:43 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:46:43 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:46:43 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 08:46:43 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 08:46:43 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 08:46:43 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 08:46:44 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 08:46:44 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 08:46:45 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:46:45 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:46:45 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:46:54 | __main__             | INFO    | No data file specified — using synthetic data
2026-07-03 08:46:54 | backtest.engine      | INFO    | Starting backtest on 1000 bars...
2026-07-03 08:46:54 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:46:54 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 74
2026-07-03 08:46:56 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 08:46:56 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 08:46:56 | backtest.engine      | INFO    | Backtest complete: 2 trades, final equity=99360.55, return=-0.64%
2026-07-03 08:46:56 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 08:46:56 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:46:56 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 74
2026-07-03 08:46:59 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 08:46:59 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 08:47:00 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:47:00 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:47:00 | __main__             | INFO    | All outputs saved to output/
2026-07-03 08:50:05 | __main__             | INFO    | ============================================================
2026-07-03 08:50:05 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 08:50:05 | __main__             | INFO    | ============================================================
2026-07-03 08:50:05 | __main__             | INFO    | Generated 1000 bars of synthetic data
2026-07-03 08:50:05 | backtest.engine      | INFO    | Starting backtest on 1000 bars...
2026-07-03 08:50:05 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:50:05 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 74
2026-07-03 08:50:08 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 08:50:08 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 08:50:08 | backtest.engine      | INFO    | Backtest complete: 2 trades, final equity=99360.55, return=-0.64%
2026-07-03 08:50:08 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 08:50:08 | strategy.signal_engine | INFO    | Running signal engine on 1000 bars...
2026-07-03 08:50:08 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 74
2026-07-03 08:50:10 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 08:50:10 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 08:50:12 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 08:50:12 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 08:50:12 | __main__             | INFO    | All outputs saved to output/
2026-07-03 10:26:39 | __main__             | INFO    | ============================================================
2026-07-03 10:26:39 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 10:26:39 | __main__             | INFO    | ============================================================
2026-07-03 10:26:39 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 10:26:40 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 10:26:40 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:26:40 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 10:26:40 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 10:26:40 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 10:26:40 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 10:26:40 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 10:26:40 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:26:40 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 10:26:41 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 10:26:41 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 10:26:43 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 10:26:43 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 10:26:43 | __main__             | INFO    | All outputs saved to output/
2026-07-03 10:29:47 | __main__             | INFO    | ============================================================
2026-07-03 10:29:47 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 10:29:47 | __main__             | INFO    | ============================================================
2026-07-03 10:29:47 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 10:29:47 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 10:29:47 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:29:47 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 10:29:48 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 10:29:48 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 10:29:48 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 10:30:06 | __main__             | INFO    | ============================================================
2026-07-03 10:30:06 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 10:30:06 | __main__             | INFO    | ============================================================
2026-07-03 10:30:06 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 10:30:06 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 10:30:06 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:30:06 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 10:30:07 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 10:30:07 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 10:30:07 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 10:30:07 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 10:30:07 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:30:07 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 10:30:08 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 10:30:08 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 10:30:09 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 10:30:09 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 10:30:09 | __main__             | INFO    | All outputs saved to output/
2026-07-03 10:32:02 | __main__             | INFO    | ============================================================
2026-07-03 10:32:02 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 10:32:02 | __main__             | INFO    | ============================================================
2026-07-03 10:32:02 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 10:32:02 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 10:32:02 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:32:02 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 44
2026-07-03 10:32:03 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 10:32:03 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 10:32:03 | backtest.engine      | INFO    | Backtest complete: 2 trades, final equity=99482.65, return=-0.52%
2026-07-03 10:32:03 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 10:32:03 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:32:03 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 44
2026-07-03 10:32:04 | strategy.breakout    | INFO    | Generated 4 signals
2026-07-03 10:32:04 | strategy.signal_engine | INFO    | Signal engine complete: 4 signals generated
2026-07-03 10:32:05 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 10:32:05 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 10:32:05 | __main__             | INFO    | All outputs saved to output/
2026-07-03 10:58:46 | __main__             | INFO    | ============================================================
2026-07-03 10:58:46 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 10:58:46 | __main__             | INFO    | ============================================================
2026-07-03 10:58:46 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 10:58:47 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 10:58:47 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:58:47 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 44
2026-07-03 10:58:47 | strategy.breakout    | INFO    | Generated 8 signals
2026-07-03 10:58:47 | strategy.signal_engine | INFO    | Signal engine complete: 8 signals generated
2026-07-03 10:58:54 | backtest.engine      | INFO    | Backtest complete: 4 trades, final equity=100509.46, return=0.51%
2026-07-03 10:58:54 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 10:58:54 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 10:58:54 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 44
2026-07-03 10:58:55 | strategy.breakout    | INFO    | Generated 8 signals
2026-07-03 10:58:55 | strategy.signal_engine | INFO    | Signal engine complete: 8 signals generated
2026-07-03 10:58:56 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 10:58:56 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 10:58:56 | __main__             | INFO    | All outputs saved to output/
2026-07-03 11:25:48 | __main__             | INFO    | ============================================================
2026-07-03 11:25:48 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 11:25:48 | __main__             | INFO    | ============================================================
2026-07-03 11:25:48 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 11:25:49 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 11:25:49 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 11:25:49 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 51
2026-07-03 11:25:50 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:25:50 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:25:50 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99682.18, return=-0.32%
2026-07-03 11:25:50 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 11:25:50 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 11:25:50 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 51
2026-07-03 11:25:51 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:25:51 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:25:52 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 11:25:52 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 11:25:52 | __main__             | INFO    | All outputs saved to output/
2026-07-03 11:29:56 | __main__             | INFO    | ============================================================
2026-07-03 11:29:56 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 11:29:56 | __main__             | INFO    | ============================================================
2026-07-03 11:29:56 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 11:29:56 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 11:29:56 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 11:29:56 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 11:29:57 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:29:57 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:29:57 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 11:29:57 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 11:29:57 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 11:29:57 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 11:29:58 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:29:58 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:30:00 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 11:30:00 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 11:30:00 | __main__             | INFO    | All outputs saved to output/
2026-07-03 11:35:24 | __main__             | INFO    | No data file specified — using synthetic data
2026-07-03 11:35:25 | backtest.swing_engine | INFO    | Starting Swing Low backtest on 1000 bars...
2026-07-03 11:35:25 | strategy.swing_low_strategy | INFO    | SwingLowStrategy: 99 swing lows detected, 99 BUY signals generated
2026-07-03 11:35:25 | backtest.swing_engine | INFO    | Swing Low backtest complete: 83 trades, final equity=97233.67, return=-2.77%
2026-07-03 11:35:25 | __main__             | INFO    | Report saved to output\swing_report.txt
2026-07-03 11:35:26 | __main__             | INFO    | Trade log saved to output\swing_trades.csv
2026-07-03 11:35:26 | __main__             | INFO    | Signals saved to output\swing_signals.csv
2026-07-03 11:35:26 | __main__             | INFO    | Equity curve saved to output\swing_equity.csv
2026-07-03 11:35:27 | visualization.swing_chart | INFO    | Swing chart saved to output\swing_chart.png
2026-07-03 11:35:27 | __main__             | INFO    | All outputs saved to output/
2026-07-03 11:37:31 | strategy.swing_low_strategy | INFO    | SwingLowStrategy: 11 swing lows detected, 11 BUY signals generated
2026-07-03 11:37:31 | backtest.swing_engine | INFO    | Starting Swing Low backtest on 100 bars...
2026-07-03 11:37:31 | strategy.swing_low_strategy | INFO    | SwingLowStrategy: 10 swing lows detected, 10 BUY signals generated
2026-07-03 11:37:31 | backtest.swing_engine | INFO    | Swing Low backtest complete: 9 trades, final equity=94124.16, return=-5.88%
2026-07-03 11:37:40 | __main__             | INFO    | No data file specified — using synthetic data
2026-07-03 11:37:40 | backtest.engine      | INFO    | Starting backtest on 300 bars...
2026-07-03 11:37:40 | strategy.signal_engine | INFO    | Running signal engine on 300 bars...
2026-07-03 11:37:40 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 23
2026-07-03 11:37:41 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:37:41 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:37:41 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99824.73, return=-0.18%
2026-07-03 11:37:41 | __main__             | INFO    | Trade log saved to output\trades.csv
2026-07-03 11:37:41 | strategy.signal_engine | INFO    | Running signal engine on 300 bars...
2026-07-03 11:37:41 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 23
2026-07-03 11:37:41 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 11:37:41 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 11:37:43 | visualization.chart  | INFO    | Chart saved to output\chart.png
2026-07-03 11:37:43 | __main__             | INFO    | Equity curve saved to output\equity_curve.csv
2026-07-03 11:37:43 | __main__             | INFO    | All outputs saved to output/
2026-07-03 13:07:05 | __main__             | INFO    | ============================================================
2026-07-03 13:07:05 | __main__             | INFO    |   INSTITUTIONAL TREND ENGINE — DEMO MODE
2026-07-03 13:07:05 | __main__             | INFO    | ============================================================
2026-07-03 13:07:05 | __main__             | INFO    | Generated 500 bars of synthetic data
2026-07-03 13:07:06 | backtest.engine      | INFO    | Starting backtest on 500 bars...
2026-07-03 13:07:06 | strategy.signal_engine | INFO    | Running signal engine on 500 bars...
2026-07-03 13:07:06 | strategy.signal_engine | INFO    | Trend score computed. Turning points: 30
2026-07-03 13:07:07 | strategy.breakout    | INFO    | Generated 2 signals
2026-07-03 13:07:07 | strategy.signal_engine | INFO    | Signal engine complete: 2 signals generated
2026-07-03 13:07:07 | backtest.engine      | INFO    | Backtest complete: 1 trades, final equity=99514.97, return=-0.49%
2026-07-03 13:07:07 | __main__             | INFO    | Trade log saved to output\trades.csv
