,equity
2025-01-13 11:07:00+00:00,100946.2120399963
2025-01-13 11:08:00+00:00,100946.2120399963
2025-01-13 11:09:00+00:00,100946.2120399963
2025-01-13 11:10:00+00:00,100946.2120399963
2025-01-13 11:11:00+00:00,100946.2120399963
2025-01-13 11:12:00+00:00,100946.2120399963
2025-01-13 11:13:00+00:00,100946.2120399963
2025-01-13 11:14:00+00:00,100946.2120399963
2025-01-13 11:15:00+00:00,100946.2120399963
2025-01-13 11:16:00+00:00,100946.2120399963
2025-01-13 11:17:00+00:00,100946.2120399963
2025-01-13 11:18:00+00:00,100946.2120399963
2025-01-13 11:19:00+00:00,100946.2120399963
2025-01-13 11:20:00+00:00,100946.2120399963
2025-01-13 11:21:00+00:00,100946.2120399963
2025-01-13 11:22:00+00:00,100946.2120399963
2025-01-13 11:23:00+00:00,100942.71203999623
2025-01-13 11:24:00+00:00,99939.58075506952
2025-01-13 11:25:00+00:00,99939.58075506952
2025-01-13 11:26:00+00:00,99939.58075506952
2025-01-13 11:27:00+00:00,99939.58075506952
2025-01-13 11:28:00+00:00,99939.58075506952
2025-01-13 11:29:00+00:00,99939.58075506952
2025-01-13 11:30:00+00:00,99939.58075506952
2025-01-13 11:31:00+00:00,99939.58075506952
2025-01-13 11:32:00+00:00,99939.58075506952
2025-01-13 11:33:00+00:00,99939.58075506952
2025-01-13 11:34:00+00:00,99939.58075506952
2025-01-13 11:35:00+00:00,99939.58075506952
2025-01-13 11:36:00+00:00,99939.58075506952
2025-01-13 11:37:00+00:00,99939.58075506952
2025-01-13 11:38:00+00:00,99939.58075506952
2025-01-13 11:39:00+00:00,99939.58075506952
2025-01-13 11:40:00+00:00,99939.58075506952
2025-01-13 11:41:00+00:00,99939.58075506952
2025-01-13 11:42:00+00:00,99939.58075506952
2025-01-13 11:43:00+00:00,99939.58075506952
2025-01-13 11:44:00+00:00,99939.58075506952
2025-01-13 11:45:00+00:00,99939.58075506952
2025-01-13 11:46:00+00:00,99939.58075506952
2025-01-13 11:47:00+00:00,99939.58075506952
2025-01-13 11:48:00+00:00,99939.58075506952
2025-01-13 11:49:00+00:00,99939.58075506952
2025-01-13 11:50:00+00:00,99939.58075506952
2025-01-13 11:51:00+00:00,99939.58075506952
2025-01-13 11:52:00+00:00,99939.58075506952
2025-01-13 11:53:00+00:00,99939.58075506952
2025-01-13 11:54:00+00:00,99939.58075506952
2025-01-13 11:55:00+00:00,99939.58075506952
2025-01-13 11:56:00+00:00,99939.58075506952
2025-01-13 11:57:00+00:00,99939.58075506952
2025-01-13 11:58:00+00:00,99939.58075506952
2025-01-13 11:59:00+00:00,99939.58075506952
2025-01-13 12:00:00+00:00,99939.58075506952
2025-01-13 12:01:00+00:00,99939.58075506952
2025-01-13 12:02:00+00:00,99939.58075506952
2025-01-13 12:03:00+00:00,99939.58075506952
2025-01-13 12:04:00+00:00,99936.70075506945
2025-01-13 12:05:00+00:00,99998.02230891051
2025-01-13 12:06:00+00:00,100477.768797126
2025-01-13 12:07:00+00:00,101326.86545609981
2025-01-13 12:08:00+00:00,101358.69262681053
2025-01-13 12:09:00+00:00,102142.75872913569
2025-01-13 12:10:00+00:00,102927.92476011532
2025-01-13 12:11:00+00:00,102927.92476011532
2025-01-13 12:12:00+00:00,102927.92476011532
2025-01-13 12:13:00+00:00,102927.92476011532
2025-01-13 12:14:00+00:00,102927.92476011532
2025-01-13 12:15:00+00:00,102927.92476011532
2025-01-13 12:16:00+00:00,102927.92476011532
2025-01-13 12:17:00+00:00,102927.92476011532
2025-01-13 12:18:00+00:00,102927.92476011532
2025-01-13 12:19:00+00:00,102927.92476011532
2025-01-13 12:20:00+00:00,102927.92476011532
2025-01-13 12:21:00+00:00,102924.79476011526
2025-01-13 12:22:00+00:00,102703.93348258034
2025-01-13 12:23:00+00:00,102267.11336301913
2025-01-13 12:24:00+00:00,101900.26496306655
2025-01-13 12:25:00+00:00,101900.26496306655
2025-01-13 12:26:00+00:00,101900.26496306655
2025-01-13 12:27:00+00:00,101900.26496306655
2025-01-13 12:28:00+00:00,101900.26496306655
2025-01-13 12:29:00+00:00,101900.26496306655
2025-01-13 12:30:00+00:00,101900.26496306655
2025-01-13 12:31:00+00:00,101900.26496306655
2025-01-13 12:32:00+00:00,101900.26496306655
2025-01-13 12:33:00+00:00,101900.26496306655
2025-01-13 12:34:00+00:00,101900.26496306655
2025-01-13 12:35:00+00:00,101900.26496306655
2025-01-13 12:36:00+00:00,101900.26496306655
2025-01-13 12:37:00+00:00,101900.26496306655
2025-01-13 12:38:00+00:00,101900.26496306655
2025-01-13 12:39:00+00:00,101900.26496306655
2025-01-13 12:40:00+00:00,101900.26496306655
2025-01-13 12:41:00+00:00,101900.26496306655
2025-01-13 12:42:00+00:00,101900.26496306655
2025-01-13 12:43:00+00:00,101900.26496306655
2025-01-13 12:44:00+00:00,101900.26496306655
2025-01-13 12:45:00+00:00,101900.26496306655
2025-01-13 12:46:00+00:00,101900.26496306655
2025-01-13 12:47:00+00:00,101900.26496306655
2025-01-13 12:48:00+00:00,101900.26496306655
2025-01-13 12:49:00+00:00,101896.96496306648
2025-01-13 12:50:00+00:00,102293.27474021015
2025-01-13 12:51:00+00:00,102305.23214945922
2025-01-13 12:52:00+00:00,102717.7332404616
2025-01-13 12:53:00+00:00,102944.31857717062
2025-01-13 12:54:00+00:00,102355.7134730545
2025-01-13 12:55:00+00:00,102788.7584236797
2025-01-13 12:56:00+00:00,102550.5274438439
2025-01-13 12:57:00+00:00,102831.38480572577
2025-01-13 12:58:00+00:00,103346.34962111307
2025-01-13 12:59:00+00:00,103140.20940253595
2025-01-13 13:00:00+00:00,102534.67358470007
2025-01-13 13:01:00+00:00,103249.01783819718
2025-01-13 13:02:00+00:00,103109.42647625829
2025-01-13 13:03:00+00:00,103169.65787905973
2025-01-13 13:04:00+00:00,103849.06993621573
2025-01-13 13:05:00+00:00,103568.4818340877
2025-01-13 13:06:00+00:00,103721.76079077923
2025-01-13 13:07:00+00:00,104133.7812474417
2025-01-13 13:08:00+00:00,103557.48033098722
2025-01-13 13:09:00+00:00,103165.19882050873
2025-01-13 13:10:00+00:00,103224.90643160528
2025-01-13 13:11:00+00:00,103913.71375502588
2025-01-13 13:12:00+00:00,102864.59702070308
2025-01-13 13:13:00+00:00,103327.1938878315
2025-01-13 13:14:00+00:00,103880.50443599379
2025-01-13 13:15:00+00:00,103532.17725922598
2025-01-13 13:16:00+00:00,103383.214115899
2025-01-13 13:17:00+00:00,102238.60623322478
2025-01-13 13:18:00+00:00,102639.56923993478
2025-01-13 13:19:00+00:00,102137.15486569364
2025-01-13 13:20:00+00:00,102195.3937274997
2025-01-13 13:21:00+00:00,101245.00613835236
2025-01-13 13:22:00+00:00,101743.07764540044
2025-01-13 13:23:00+00:00,101200.33862282266
2025-01-13 13:24:00+00:00,100883.92813597116
2025-01-13 13:25:00+00:00,100883.92813597116
2025-01-13 13:26:00+00:00,100883.92813597116
2025-01-13 13:27:00+00:00,100883.92813597116
2025-01-13 13:28:00+00:00,100883.92813597116
2025-01-13 13:29:00+00:00,100883.92813597116
2025-01-13 13:30:00+00:00,100883.92813597116
2025-01-13 13:31:00+00:00,100883.92813597116
2025-01-13 13:32:00+00:00,100883.92813597116
2025-01-13 13:33:00+00:00,100883.92813597116
2025-01-13 13:34:00+00:00,100883.92813597116
2025-01-13 13:35:00+00:00,100883.92813597116
2025-01-13 13:36:00+00:00,100883.92813597116
2025-01-13 13:37:00+00:00,100883.92813597116
2025-01-13 13:38:00+00:00,100883.92813597116
2025-01-13 13:39:00+00:00,100883.92813597116
2025-01-13 13:40:00+00:00,100883.92813597116
2025-01-13 13:41:00+00:00,100883.92813597116
2025-01-13 13:42:00+00:00,100883.92813597116
2025-01-13 13:43:00+00:00,100883.92813597116
2025-01-13 13:44:00+00:00,100883.92813597116
2025-01-13 13:45:00+00:00,100883.92813597116
2025-01-13 13:46:00+00:00,100883.92813597116
2025-01-13 13:47:00+00:00,100883.92813597116
2025-01-13 13:48:00+00:00,100883.92813597116
2025-01-13 13:49:00+00:00,100883.92813597116
2025-01-13 13:50:00+00:00,100883.92813597116
2025-01-13 13:51:00+00:00,100883.92813597116
2025-01-13 13:52:00+00:00,100883.92813597116
2025-01-13 13:53:00+00:00,100883.92813597116
2025-01-13 13:54:00+00:00,100883.92813597116
2025-01-13 13:55:00+00:00,100883.92813597116
2025-01-13 13:56:00+00:00,100883.92813597116
2025-01-13 13:57:00+00:00,100883.92813597116
2025-01-13 13:58:00+00:00,100883.92813597116
2025-01-13 13:59:00+00:00,100883.92813597116
2025-01-13 14:00:00+00:00,100883.92813597116
2025-01-13 14:01:00+00:00,100883.92813597116
2025-01-13 14:02:00+00:00,100883.92813597116
2025-01-13 14:03:00+00:00,100883.92813597116
2025-01-13 14:04:00+00:00,100883.92813597116
2025-01-13 14:05:00+00:00,100883.92813597116
2025-01-13 14:06:00+00:00,100883.92813597116
2025-01-13 14:07:00+00:00,100883.92813597116
2025-01-13 14:08:00+00:00,100880.9881359711
2025-01-13 14:09:00+00:00,99877.65142387967
2025-01-13 14:10:00+00:00,99877.65142387967
2025-01-13 14:11:00+00:00,99877.65142387967
2025-01-13 14:12:00+00:00,99877.65142387967
2025-01-13 14:13:00+00:00,99877.65142387967
2025-01-13 14:14:00+00:00,99877.65142387967
2025-01-13 14:15:00+00:00,99877.65142387967
2025-01-13 14:16:00+00:00,99877.65142387967
2025-01-13 14:17:00+00:00,99877.65142387967
2025-01-13 14:18:00+00:00,99877.65142387967
2025-01-13 14:19:00+00:00,99877.65142387967
2025-01-13 14:20:00+00:00,99877.65142387967
2025-01-13 14:21:00+00:00,99877.65142387967
2025-01-13 14:22:00+00:00,99877.65142387967
2025-01-13 14:23:00+00:00,99877.65142387967
2025-01-13 14:24:00+00:00,99877.65142387967
2025-01-13 14:25:00+00:00,99877.65142387967
2025-01-13 14:26:00+00:00,99877.65142387967
2025-01-13 14:27:00+00:00,99877.65142387967
2025-01-13 14:28:00+00:00,99877.65142387967
2025-01-13 14:29:00+00:00,99877.65142387967
2025-01-13 14:30:00+00:00,99877.65142387967
2025-01-13 14:31:00+00:00,99877.65142387967
2025-01-13 14:32:00+00:00,99877.65142387967
2025-01-13 14:33:00+00:00,99877.65142387967
2025-01-13 14:34:00+00:00,99877.65142387967
2025-01-13 14:35:00+00:00,99874.2914238796
2025-01-13 14:36:00+00:00,99523.92719258246
2025-01-13 14:37:00+00:00,99908.43194811212
2025-01-13 14:38:00+00:00,98880.09947341762
2025-01-13 14:39:00+00:00,98880.09947341762
2025-01-13 14:40:00+00:00,98880.09947341762
2025-01-13 14:41:00+00:00,98880.09947341762
2025-01-13 14:42:00+00:00,98880.09947341762
2025-01-13 14:43:00+00:00,98880.09947341762
2025-01-13 14:44:00+00:00,98880.09947341762
2025-01-13 14:45:00+00:00,98880.09947341762
2025-01-13 14:46:00+00:00,98880.09947341762
2025-01-13 14:47:00+00:00,98880.09947341762
2025-01-13 14:48:00+00:00,98880.09947341762
2025-01-13 14:49:00+00:00,98880.09947341762
2025-01-13 14:50:00+00:00,98880.09947341762
2025-01-13 14:51:00+00:00,98880.09947341762
2025-01-13 14:52:00+00:00,98880.09947341762
2025-01-13 14:53:00+00:00,98880.09947341762
2025-01-13 14:54:00+00:00,98880.09947341762
2025-01-13 14:55:00+00:00,98880.09947341762
2025-01-13 14:56:00+00:00,98880.09947341762
2025-01-13 14:57:00+00:00,98880.09947341762
2025-01-13 14:58:00+00:00,98880.09947341762
2025-01-13 14:59:00+00:00,98880.09947341762
2025-01-13 15:00:00+00:00,98880.09947341762
2025-01-13 15:01:00+00:00,98880.09947341762
2025-01-13 15:02:00+00:00,98880.09947341762
2025-01-13 15:03:00+00:00,98880.09947341762
2025-01-13 15:04:00+00:00,98880.09947341762
2025-01-13 15:05:00+00:00,98880.09947341762
2025-01-13 15:06:00+00:00,98880.09947341762
2025-01-13 15:07:00+00:00,98880.09947341762
2025-01-13 15:08:00+00:00,98880.09947341762
2025-01-13 15:09:00+00:00,98880.09947341762
2025-01-13 15:10:00+00:00,98880.09947341762
2025-01-13 15:11:00+00:00,98880.09947341762
2025-01-13 15:12:00+00:00,98880.09947341762
2025-01-13 15:13:00+00:00,98880.09947341762
2025-01-13 15:14:00+00:00,98880.09947341762
2025-01-13 15:15:00+00:00,98880.09947341762
2025-01-13 15:16:00+00:00,98880.09947341762
2025-01-13 15:17:00+00:00,98880.09947341762
2025-01-13 15:18:00+00:00,98877.37947341756
2025-01-13 15:19:00+00:00,97893.72618317703
2025-01-13 15:20:00+00:00,97893.72618317703
2025-01-13 15:21:00+00:00,97893.72618317703
2025-01-13 15:22:00+00:00,97893.72618317703
2025-01-13 15:23:00+00:00,97893.72618317703
2025-01-13 15:24:00+00:00,97893.72618317703
2025-01-13 15:25:00+00:00,97893.72618317703
2025-01-13 15:26:00+00:00,97893.72618317703
2025-01-13 15:27:00+00:00,97893.72618317703
2025-01-13 15:28:00+00:00,97893.72618317703
2025-01-13 15:29:00+00:00,97893.72618317703
2025-01-13 15:30:00+00:00,97893.72618317703
2025-01-13 15:31:00+00:00,97893.72618317703
2025-01-13 15:32:00+00:00,97893.72618317703
2025-01-13 15:33:00+00:00,97893.72618317703
2025-01-13 15:34:00+00:00,97893.72618317703
2025-01-13 15:35:00+00:00,97893.72618317703
2025-01-13 15:36:00+00:00,97893.72618317703
2025-01-13 15:37:00+00:00,97893.72618317703
2025-01-13 15:38:00+00:00,97893.72618317703
2025-01-13 15:39:00+00:00,97893.72618317703
2025-01-13 15:40:00+00:00,97893.72618317703
2025-01-13 15:41:00+00:00,97893.72618317703
2025-01-13 15:42:00+00:00,97893.72618317703
2025-01-13 15:43:00+00:00,97893.72618317703
2025-01-13 15:44:00+00:00,97893.72618317703
2025-01-13 15:45:00+00:00,97893.72618317703
2025-01-13 15:46:00+00:00,97893.72618317703
2025-01-13 15:47:00+00:00,97893.72618317703
2025-01-13 15:48:00+00:00,97893.72618317703
2025-01-13 15:49:00+00:00,97893.72618317703
2025-01-13 15:50:00+00:00,97893.72618317703
2025-01-13 15:51:00+00:00,97893.72618317703
2025-01-13 15:52:00+00:00,97893.72618317703
2025-01-13 15:53:00+00:00,97893.72618317703
2025-01-13 15:54:00+00:00,97893.72618317703
2025-01-13 15:55:00+00:00,97893.72618317703
2025-01-13 15:56:00+00:00,97893.72618317703
2025-01-13 15:57:00+00:00,97893.72618317703
2025-01-13 15:58:00+00:00,97893.72618317703
2025-01-13 15:59:00+00:00,97893.72618317703
2025-01-13 16:00:00+00:00,97893.72618317703
2025-01-13 16:01:00+00:00,97893.72618317703
2025-01-13 16:02:00+00:00,97893.72618317703
2025-01-13 16:03:00+00:00,97890.45618317695
2025-01-13 16:04:00+00:00,98990.37070205009
2025-01-13 16:05:00+00:00,98890.02435811736
2025-01-13 16:06:00+00:00,99225.13198997712
2025-01-13 16:07:00+00:00,98662.62095834223
2025-01-13 16:08:00+00:00,98227.59159163764
2025-01-13 16:09:00+00:00,98368.0290488099
2025-01-13 16:10:00+00:00,97894.32605345888
2025-01-13 16:11:00+00:00,97706.27245866387
2025-01-13 16:12:00+00:00,97159.86444290284
2025-01-13 16:13:00+00:00,96917.51670190197
2025-01-13 16:14:00+00:00,96917.51670190197
2025-01-13 16:15:00+00:00,96917.51670190197
2025-01-13 16:16:00+00:00,96917.51670190197
2025-01-13 16:17:00+00:00,96917.51670190197
2025-01-13 16:18:00+00:00,96917.51670190197
2025-01-13 16:19:00+00:00,96917.51670190197
2025-01-13 16:20:00+00:00,96917.51670190197
2025-01-13 16:21:00+00:00,96917.51670190197
2025-01-13 16:22:00+00:00,96917.51670190197
2025-01-13 16:23:00+00:00,96917.51670190197
2025-01-13 16:24:00+00:00,96917.51670190197
2025-01-13 16:25:00+00:00,96917.51670190197
2025-01-13 16:26:00+00:00,96917.51670190197
2025-01-13 16:27:00+00:00,96917.51670190197
2025-01-13 16:28:00+00:00,96917.51670190197
2025-01-13 16:29:00+00:00,96917.51670190197
2025-01-13 16:30:00+00:00,96917.51670190197
2025-01-13 16:31:00+00:00,96917.51670190197
2025-01-13 16:32:00+00:00,96917.51670190197
2025-01-13 16:33:00+00:00,96917.51670190197
2025-01-13 16:34:00+00:00,96917.51670190197
2025-01-13 16:35:00+00:00,96917.51670190197
2025-01-13 16:36:00+00:00,96917.51670190197
2025-01-13 16:37:00+00:00,96917.51670190197
2025-01-13 16:38:00+00:00,96917.51670190197
2025-01-13 16:39:00+00:00,96917.51670190197
2025-01-13 16:40:00+00:00,96917.51670190197
2025-01-13 16:41:00+00:00,96917.51670190197
2025-01-13 16:42:00+00:00,96917.51670190197
2025-01-13 16:43:00+00:00,96917.51670190197
2025-01-13 16:44:00+00:00,96917.51670190197
2025-01-13 16:45:00+00:00,96917.51670190197
2025-01-13 16:46:00+00:00,96917.51670190197
2025-01-13 16:47:00+00:00,96917.51670190197
2025-01-13 16:48:00+00:00,96917.51670190197
2025-01-13 16:49:00+00:00,96917.51670190197
2025-01-13 16:50:00+00:00,96917.51670190197
2025-01-13 16:51:00+00:00,96917.51670190197
2025-01-13 16:52:00+00:00,96917.51670190197
2025-01-13 16:53:00+00:00,96917.51670190197
2025-01-13 16:54:00+00:00,96917.51670190197
2025-01-13 16:55:00+00:00,96917.51670190197
2025-01-13 16:56:00+00:00,96917.51670190197
2025-01-13 16:57:00+00:00,96917.51670190197
2025-01-13 16:58:00+00:00,96917.51670190197
2025-01-13 16:59:00+00:00,96917.51670190197
2025-01-13 17:00:00+00:00,96917.51670190197
2025-01-13 17:01:00+00:00,96917.51670190197
2025-01-13 17:02:00+00:00,96917.51670190197
2025-01-13 17:03:00+00:00,96917.51670190197
2025-01-13 17:04:00+00:00,96917.51670190197
2025-01-13 17:05:00+00:00,96917.51670190197
2025-01-13 17:06:00+00:00,96917.51670190197
2025-01-13 17:07:00+00:00,96917.51670190197
2025-01-13 17:08:00+00:00,96917.51670190197
2025-01-13 17:09:00+00:00,96917.51670190197
2025-01-13 17:10:00+00:00,96917.51670190197
2025-01-13 17:11:00+00:00,96917.51670190197
2025-01-13 17:12:00+00:00,96917.51670190197
2025-01-13 17:13:00+00:00,96917.51670190197
2025-01-13 17:14:00+00:00,96917.51670190197
2025-01-13 17:15:00+00:00,96917.51670190197
2025-01-13 17:16:00+00:00,96917.51670190197
2025-01-13 17:17:00+00:00,96917.51670190197
2025-01-13 17:18:00+00:00,96917.51670190197
2025-01-13 17:19:00+00:00,96914.5567019019
2025-01-13 17:20:00+00:00,97158.6469342846
2025-01-13 17:21:00+00:00,97973.16770954247
2025-01-13 17:22:00+00:00,98469.82664544342
2025-01-13 17:23:00+00:00,98448.03995498054
2025-01-13 17:24:00+00:00,97134.25280776928
2025-01-13 17:25:00+00:00,96872.22000367031
2025-01-13 17:26:00+00:00,96865.3405603305
2025-01-13 17:27:00+00:00,96832.04969370677
2025-01-13 17:28:00+00:00,96315.31572699423
2025-01-13 17:29:00+00:00,96936.0924346822
2025-01-13 17:30:00+00:00,96788.34597385378
2025-01-13 17:31:00+00:00,95948.57088603966
2025-01-13 17:32:00+00:00,95948.57088603966
2025-01-13 17:33:00+00:00,95948.57088603966
2025-01-13 17:34:00+00:00,95948.57088603966
2025-01-13 17:35:00+00:00,95948.57088603966
2025-01-13 17:36:00+00:00,95948.57088603966
2025-01-13 17:37:00+00:00,95948.57088603966
2025-01-13 17:38:00+00:00,95948.57088603966
2025-01-13 17:39:00+00:00,95948.57088603966
2025-01-13 17:40:00+00:00,95948.57088603966
2025-01-13 17:41:00+00:00,95948.57088603966
2025-01-13 17:42:00+00:00,95948.57088603966
2025-01-13 17:43:00+00:00,95948.57088603966
2025-01-13 17:44:00+00:00,95948.57088603966
2025-01-13 17:45:00+00:00,95948.57088603966
2025-01-13 17:46:00+00:00,95948.57088603966
2025-01-13 17:47:00+00:00,95948.57088603966
2025-01-13 17:48:00+00:00,95948.57088603966
2025-01-13 17:49:00+00:00,95948.57088603966
